date,min,max,median,q1,q3,stdev,count
2025-10-10T00:00:00.000Z,0.9,158.93,1.63,1.4,2.17,7.316,591
2025-10-11T00:00:00.000Z,0.7,1.92,1.2,1,1.3,0.214,590
2025-10-12T00:00:00.000Z,0.5,2.17,0.8,0.7,0.93,0.207,585
2025-10-13T00:00:00.000Z,0.5,30.5,0.8,0.7,1.1,2.015,591
2025-10-14T00:00:00.000Z,0.6,19.1,1.6,1.06,2.2,1.527,585
2025-10-15T00:00:00.000Z,0.7,6.9,1.72,1.19,3.84,1.621,588
2025-10-16T00:00:00.000Z,0.7,15.5,1.5,1.23,1.7,1.365,504
2025-10-17T00:00:00.000Z,0.6,51.03,0.8,0.73,0.9,2.716,586
2025-10-18T00:00:00.000Z,0.5,71.43,1.1,0.8,1.6,4.027,590
2025-10-19T00:00:00.000Z,0.8,6.53,1.57,1.27,1.93,0.781,592
2025-10-20T00:00:00.000Z,1.03,5.37,1.8,1.57,2.4,0.882,590
2025-10-21T00:00:00.000Z,3.83,33.5,10.23,7.86,18.5,7.711,592
2025-10-22T00:00:00.000Z,4.53,35.08,10.79,7.49,25.5,9.248,592
2025-10-23T00:00:00.000Z,2.65,35.42,10.15,4.98,14.88,7.611,592
2025-10-24T00:00:00.000Z,0.85,23.7,5.05,2.6,7.47,5.216,591
2025-10-25T00:00:00.000Z,1.65,7.6,4.43,3.2,5.13,1.217,591
2025-10-26T00:00:00.000Z,1.05,19.3,4.2,2.62,5.33,2.196,592
2025-10-27T00:00:00.000Z,0.9,4.26,1.6,1.33,1.9,0.454,590
2025-10-28T00:00:00.000Z,0.75,14,1.67,1.4,2,1.537,593
2025-10-29T00:00:00.000Z,0.67,23.67,1.8,1,6.93,3.292,593
2025-10-30T00:00:00.000Z,0.5,17.23,0.7,0.6,1.2,2.096,592
2025-10-31T00:00:00.000Z,0.5,35.57,0.7,0.6,0.97,1.982,593
2025-11-01T00:00:00.000Z,0.8,21.77,1.4,1.2,3.54,4.123,593
2025-11-02T00:00:00.000Z,1.2,151.63,3.7,3.03,4.98,7.02,592
2025-11-03T00:00:00.000Z,1.77,10.77,3.33,2.6,3.83,1.695,150
